                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      author	                                                                                                                                                                                                                                                                                                           title	    year	                                       doi
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Lei T. L. and Sun H. Y. and Kang Y. and Zhu F. and Liu H. and Zhou W. F. and Wang Z. and Li D. and Li Y. Y. and Hou T. J.	                                                                                                                                                                  ADMET Evaluation in Drug Discovery. 18. Reliable Prediction of Chemical-Induced Urinary Tract Toxicity by Boosting Machine Learning-Approaches	    2017	         10.1021/acs.molpharmaceut.7b00531
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Gupta S. and Mittal P. and Madhu M. K. and Sharma V. K.	                                                                                                                                                                                                                                    IL17eScan: A Tool for the Identification of Peptides Inducing IL-17 Response	    2017	                  10.3389/fimmu.2017.01430
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Dente C. J. and Bradley M. and Schobel S. and Gaucher B. and Buchman T. and Kirk A. D. and Elster E.	                                                                                                                                                                                                       Towards precision medicine: Accurate predictive modeling of infectious complications in combat casualties	    2017	               10.1097/ta.0000000000001596
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          HeidarAbadi N. N. and Safdari R. and Kolivand P. and Javadi A. and Shahraki A. D. and Saeidi M. G.	                                                                                                                                               DESIGN OF AN INTELLIGENT SYSTEM TO DETECT TYPE OF PAIN USING ARTIFICIAL NEURAL NETWORK FOR PATIENTS WITH SPINAL CORD INJURY IN SHEFA NEUROSCIENCE RESEARCH CENTER	    2017	                     10.5281/zenodo.886340
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Ma X. L. and Ding C. and Luan S. and Wang Y. and Wang Y. P.	                                                                                                                                                                               Prioritizing Influential Factors for Freeway Incident Clearance Time Prediction Using the Gradient Boosting Decision Trees Method	    2017	                 10.1109/tits.2016.2635719
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Knox G. M. and Snodgrass S. J. and Stanton T. R. and Kelly D. H. and Vicenzino B. and Wand B. M. and Rivett D. A.	                                                                                                                                                                                                                                Physiotherapy students' perceptions and experiences of clinical prediction rules	    2017	              10.1016/j.physio.2016.04.001
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Guevara E. and Pierre W. C. and Tessier C. and Akakpo L. and Londono I. and Lesage F. and Lodygensky G. A.	                                                                                                                                        Altered Functional Connectivity Following an Inflammatory White Matter Injury in the Newborn Rat: A High Spatial and Temporal Resolution Intrinsic Optical Imaging Study	    2017	                  10.3389/fnins.2017.00358
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Cai Y. L. and Zhao W. and Ji S. B.	                                                                                                                                                                                                                                     CONCUSSION CLASSIFICATION VIA DEEP LEARNING AND A TWO-STEP CROSS-VALIDATION	    2017	              10.1371/journal.pone.0197992
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Sameen M. I. and Pradhan B.	                                                                                                                                                                                                                                         Severity Prediction of Traffic Accidents with Recurrent Neural Networks	    2017	                        10.3390/app7060476
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Pedoia V. and Haefeli J. and Morioka K. and Teng H. L. and Nardo L. and Souza R. B. and Ferguson A. R. and Majumdar S.	                                                                                                                                                              MRI and biomechanics multidimensional data analysis reveals R2 -R1rho as an early predictor of cartilage lesion progression in knee osteoarthritis	    2018	                        10.1002/jmri.25750
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Walsh C. G. and Ribeiro J. D. and Franklin J. C.	                                                                                                                                                                                                                                          Predicting Risk of Suicide Attempts Over Time Through Machine Learning	    2017	                  10.1177/2167702617691560
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Hellstrom T. and Kaufmann T. and Andelic N. and Soberg H. L. and Sigurdardottir S. and Helseth E. and Andreassen O. A. and Westlye L. T.	                                                                                                                                                                                                   Predicting Outcome 12 Months after Mild Traumatic Brain injury in Patients admitted to a neurosurgery service	    2017	                  10.3389/fneur.2017.00125
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Alanazi H. O. and Abdullah A. H. and Qureshi K. N.	                                                                                                                                                                              A Critical Review for Developing Accurate and Dynamic Predictive Models Using Machine Learning Methods in Medicine and Health Care	    2017	                 10.1007/s10916-017-0715-6
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Galatzer-Levy I. R. and Ma S. and Statnikov A. and Yehuda R. and Shalev A. Y.	                                                                                                                                                      Utilization of machine learning for prediction of post-traumatic stress: a re-examination of cortisol in the prediction and pathways to non-remitting PTSD	    2017	                        10.1038/tp.2017.38
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Nielson J. L. and Cooper S. R. and Yue J. K. and Sorani M. D. and Inoue T. and Yuh E. L. and Mukherjee P. and Petrossian T. C. and Paquette J. and Lum P. Y. and Carlsson G. E. and Vassar M. J. and Lingsma H. F. and Gordon W. A. and Valadka A. B. and Okonkwo D. O. and Manley G. T. and Ferguson A. R. and Investigators Track-Tbi	                                                                                                                                                                                                 Uncovering precision phenotype-biomarker associations in traumatic brain injury using topological data analysis	    2017	              10.1371/journal.pone.0169490
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               He Q. W. and Veldkamp B. P. and Glas C. A. W. and de Vries T.	                                                                                                                                                                 Automated Assessment of Patients' Self-Narratives for Posttraumatic Stress Disorder Screening Using Natural Language Processing and Text Mining	    2017	                  10.1177/1073191115602551
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Bartlett J. D. and O'Connor F. and Pitchford N. and Torres-Ronda L. and Robertson S. J.	                                                                                                                                                                                       Relationships Between Internal and External Training Load in Team-Sport Athletes: Evidence for an Individualized Approach	    2017	                   10.1123/ijspp.2015-0791
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Yin W. J. and Yi Y. H. and Guan X. F. and Zhou L. Y. and Wang J. L. and Li D. Y. and Zuo X. C.	                                                                                                                                                                                                                                        Preprocedural Prediction Model for Contrast-Induced Nephropathy Patients	    2017	                   10.1161/jaha.116.004498
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Kawahara J. and Brown C. J. and Miller S. P. and Booth B. G. and Chau V. and Grunau R. E. and Zwicker J. G. and Hamarneh G.	                                                                                                                                                                                                              BrainNetCNN: Convolutional neural networks for brain networks; towards predicting neurodevelopment	    2017	          10.1016/j.neuroimage.2016.09.046
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Franklin J. C. and Ribeiro J. D. and Fox K. R. and Bentley K. H. and Kleiman E. M. and Huang X. Y. N. and Musacchio K. M. and Jaroszewski A. C. and Chang B. P. and Nock M. K.	                                                                                                                                                                                                                       Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research	    2017	                        10.1037/bul0000084
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Grasmucke D. and Zieriacks A. and Jansen O. and Fisahn C. and Sczesny-Kaiser M. and Wessling M. and Meindl R. C. and Schildhauer T. A. and Aach M.	                                                                                       Against the odds: what to expect in rehabilitation of chronic spinal cord injury with a neurologically controlled Hybrid Assistive Limb exoskeleton. A subgroup analysis of 55 patients according to age and lesion level	    2017	                   10.3171/2017.2.focus171
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Huang S. H. and Tung C. W.	                                                                                                                                                                                                                           Identification of consensus biomarkers for predicting non-genotoxic hepatocarcinogens	    2017	                         10.1038/srep41176
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Kim E. and Nam H.	                                                                                                                                                                                                                      Prediction models for drug-induced hepatotoxicity by using weighted molecular fingerprints	    2017	                 10.1186/s12859-017-1638-4
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Ho L. and Legere M. and Li T. B. and Levine S. and Hao K. and Valcarcel B. and Pasinetti G. M.	                                                                                                         Autonomic Nervous System Dysfunctions as a Basis for a Predictive Model of Risk of Neurological Disorders in Subjects with Prior History of Traumatic Brain Injury: Implications in Alzheimer's Disease	    2017	                        10.3233/jad-160948
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Williams J. A. and Cook D. J.	                                                                                                                                                                                                                                            Forecasting behavior in smart homes based on sleep and wake patterns	    2017	                        10.3233/thc-161255
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Park E. and Lee S. I. and Nam H. S. and Garst J. H. and Huang A. and Campion A. and Arnell M. and Ghalehsariand N. and Park S. and Chang H. J. and Lu D. C. and Sarrafzadeh M.	                                                                                                                                                                                                                                Unobtrusive and Continuous Monitoring of Alcohol-impaired Gait Using Smart Shoes	    2017	                      10.3414/me15-02-0008
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Marucci-Wellman H. R. and Corns H. L. and Lehto M. R.	                                                                                                                                                     Classifying injury narratives of large administrative databases for surveillance-A practical approach combining machine learning ensembles and human review	    2017	                 10.1016/j.aap.2016.10.014
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Pereira N. R. P. and Janssen S. J. and van Dijk E. and Harris M. B. and Hornicek F. J. and Ferrone M. L. and Schwab J. H.	                                                                                                                                                                                                                       Development of a Prognostic Survival Algorithm for Patients with Metastatic Spine Disease	    2016	                     10.2106/jbjs.15.00975
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Liu N. T. and Salinas J.	                                                                                                                                                       Machine learning and new vital signs monitoring in civilian en route care: A systematic review of the literature and future implications for the military	    2016	               10.1097/ta.0000000000000937
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Su R. and Xiong S. J. and Zink D. and Loo L. H.	                                                                                                                                                                                                        High-throughput imaging-based nephrotoxicity prediction for xenobiotics with diverse chemical structures	    2016	                 10.1007/s00204-015-1638-y
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Street A. E. and Rosellini A. J. and Ursano R. J. and Heeringa S. G. and Hill E. D. and Monahan J. and Naifeh J. A. and Petukhova M. V. and Reis B. Y. and Sampson N. A. and Bliese P. D. and Stein M. B. and Zaslavsky A. M. and Kessler R. C.	                                                                                                                                                                           Developing a Risk Model to Target High-Risk Preventive Interventions for Sexual Assault Victimization Among Female U.S. Army Soldiers	    2016	                  10.1177/2167702616639532
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Mussone L. and Bassani M. and Masci P.	                                                                                                                                                                                                                               Analysis of factors affecting the severity of crashes in urban road intersections	    2017	                 10.1016/j.aap.2017.04.007
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Christie S. A. and Hubbard A. and Conroy A. S. and Callcut R. A. and Cohen M. J.	                                                                                                                                                                                                                    APPLYING ADAPTIVE MACHINE LEARNING TO DYNAMIC MULTI-OUTCOME PREDICTION AFTER CRITICAL INJURY	    2016	              10.1371/journal.pone.0213836
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Garcia-Rudolph A. and Gibert K.	                                                                                                                                                                                                                          Understanding effects of cognitive rehabilitation under a knowledge discovery approach	    2016	            10.1016/j.engappai.2016.06.007
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Tixier A. J. P. and Hallowell M. R. and Rajagopalan B. and Bowman D.	                                                                                                                                                                                                                                               Application of machine learning to construction injury prediction	    2016	              10.1016/j.autcon.2016.05.016
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Dinov I. D. and Heavner B. and Tang M. and Glusman G. and Chard K. and Darcy M. and Madduri R. and Pa J. and Spino C. and Kesselman C. and Foster I. and Deutsch E. W. and Price N. D. and Van Horn J. D. and Ames J. and Clark K. and Hood L. and Hampstead B. M. and Dauer W. and Toga A. W.	                                                                                                                                                        Predictive Big Data Analytics: A Study of Parkinson's Disease Using Large, Complex, Heterogeneous, Incongruent, Multi-Source and Incomplete Observations	    2016	              10.1371/journal.pone.0157077
